id,username,created_at,lng,lat,text
1517608163742154752,onisoyyc,Fri Apr 22 20:55:56 +0000 2022,-114.087851,51.027664,Yessirr!!!😤 https://t.co/z3u0YIunTd
1517608166954987520,Richardegleston,Fri Apr 22 20:55:57 +0000 2022,-113.121093,53.6239735,@itsbrritt Are they flammable or INflammable?
1517608193932759040,FraserCrew,Fri Apr 22 20:56:03 +0000 2022,-123.129162,49.292332,Congrats to Tenille being acclaimed as Thompson-OK Branch President! Thank you Vicky for your leadership as PP. I a… https://t.co/LZTBTYocZH
1517608201289490439,WinshawNft,Fri Apr 22 20:56:05 +0000 2022,-110.0447835,46.6798,"The term STILL HERE really bugs me. None of us  left, the real question here is where did yall go when things got tough?"
1517608306629660674,phinandme,Fri Apr 22 20:56:30 +0000 2022,-123.17888409,49.19506922,Heading to Calgary for Coronation 46 @isccasa ~ Boots and Bling ✨ This is also my first out of town event as Empero… https://t.co/FeRGW0hVuH
1517608317241098242,phskenawrightg1,Fri Apr 22 20:56:33 +0000 2022,-123.123581,49.257639,Like se chocolate  with your Cosmos Vome to the Drive !#StopRussia https://t.co/W349AwfBNA
1517608328540549120,RockyviewAerial,Fri Apr 22 20:56:35 +0000 2022,-114.00924,51.2746875,@AIR1061FM Would be nice to see in our city.
1517608331765944320,KellyWilsonVO,Fri Apr 22 20:56:36 +0000 2022,-120.882482,47.273022,@Its_Tina_timeVO Longest was 6 months. Shortest was a day.
1517608352993402887,CheyenneDumont,Fri Apr 22 20:56:41 +0000 2022,-106.896931,51.532033,"Happy earth day, friends! Here are some of my favorite places to enjoy the earth we were given. 🌲🪴🌼🌞🌎 https://t.co/fIv5w2KdjC"
1517608383393636353,tmj_IDH_jobs,Fri Apr 22 20:56:49 +0000 2022,-116.6462445,43.6686454,"Click the link in our bio to see currently open Administrative jobs like ""RN OR Circulator PRN"" at West Valley Medi… https://t.co/Fg86aPUHyG"
1517608390368890880,JWReichertMN,Fri Apr 22 20:56:50 +0000 2022,-93.3613205,46.441860500000004,"Makes sense, @coug1988 ..."
1517608428184559616,TiffanyDgn,Fri Apr 22 20:56:59 +0000 2022,-114.14326249999999,45.4945515,@DaveKotlyar @DrEricDing I really hope they’ll re-examine their mentality if we get a new wave in the USA.
1517608433909968906,LMigueIsaac,Fri Apr 22 20:57:01 +0000 2022,-92.4646072,44.0228844,Drinking a Grain Belt Nordeast by @GrainBeltBeer @ Olde Brick House — https://t.co/tOiRTFdQpo
1517608461479014400,Troy_A_Hale,Fri Apr 22 20:57:07 +0000 2022,-110.70934,50.0511765,"@LancasterBHoney @CanadasLifeline It was literally May 10, 2021. Certificate came yesterday. Almost a year later 🤷🏼‍♂️"
1517608465526521859,SuzieCanuck,Fri Apr 22 20:57:08 +0000 2022,-123.123581,49.257639,@IanSeggie Agreed
1517608508585218049,BaRbie_bRuHhh,Fri Apr 22 20:57:18 +0000 2022,-124.807192,49.243086,@_comicsking_ I feel like now your being forced to Share or something like that.. lets just Pray🌈🦋 that the Giving… https://t.co/QOaZ6CQLoV
1517608540449370113,ArtistRuthFlett,Fri Apr 22 20:57:26 +0000 2022,-110.0447835,46.6798,"Would it make my day if someone donated $20,000?  YEAH but $20 is also fine 😊 https://t.co/5NXRHBSFLV"
1517608557239144448,lmasse729,Fri Apr 22 20:57:30 +0000 2022,-97.1526765,49.8538055,@farmboy1706 You sure you want to know lol!?
1517608594249633792,curseoftheleafs,Fri Apr 22 20:57:39 +0000 2022,-122.917508,49.2067515,@LeafSingh Playa is nice ! Enjoy!
1517608614583836673,bnietz,Fri Apr 22 20:57:44 +0000 2022,-93.3613205,46.441860500000004,"@Finnovski @hoppinfrog I’ve been to the brewery in Akron. Nice place and so many choices! As I recall, right across… https://t.co/T2yXkgv7AT"
1517608621005103106,Poncarose1,Fri Apr 22 20:57:45 +0000 2022,-120.882482,47.273022,😂😂😂 she's going to change the date on her statement now 🤦🏽‍♀️https://t.co/9IulyDLQHG
1517608645839663104,photodarren,Fri Apr 22 20:57:51 +0000 2022,-117.928391,50.192672,"I'm at the 'flats' at Burton BC, which roughly demarcates upper from lower Arrow Lake. Thus begins 10 days in the C… https://t.co/qQfPeBfytz"
1517608654958039040,jessie420jessie,Fri Apr 22 20:57:53 +0000 2022,-113.4926175,53.5558195,@exposedboyUK Expose asap  let everyone know that I am a submissive sissy faggot an I love sucking big cocks an swa… https://t.co/f1HG6YwsTN
1517608705214189568,shop124street,Fri Apr 22 20:58:05 +0000 2022,-113.4926175,53.5558195,Did you know it’s #RecordStoreDay tomorrow? Our local record store: @listenrecords is celebrating Record Store Day… https://t.co/XigT6HGAoc
1517608717793038337,SOTAwatch,Fri Apr 22 20:58:08 +0000 2022,-115.9048,43.7658,"20:58 K7MK (Jim) on W7I/BC-095 (4700, 1433m, 1 pt) 10.1120 CW: [RBNHole] at WA7LNW 22 WPM 28 dB SNR [RBNHOLE]"
1517608720489885697,romanrozumnyj,Fri Apr 22 20:58:09 +0000 2022,-123.070225,49.3156065,@JuliaDavisNews Will we ever learn????🤷🏽‍♂️🤷🤷‍♀️
1517608723883167750,TheRealHotdish,Fri Apr 22 20:58:10 +0000 2022,-93.3613205,46.441860500000004,@throlash HAH one of my coworkers sent this to me earlier today 😂😂
1517608726559170561,Zurawell,Fri Apr 22 20:58:10 +0000 2022,-113.121093,53.6239735,@LeelaAheer Always such a shocker when the snake you’ve decided to cuddle up to wraps his cold blooded self around… https://t.co/09EsoOBTxX
1517608737594384385,psalm139_girl,Fri Apr 22 20:58:13 +0000 2022,-97.1526765,49.8538055,"Yes, weekend oh how I need you!"
1517608747798999041,curseoftheleafs,Fri Apr 22 20:58:15 +0000 2022,-122.917508,49.2067515,"@PhilSwifty2 I missed it too, first came in years . Glad I did lol"
1517608759769501696,brettbergie,Fri Apr 22 20:58:18 +0000 2022,-114.087851,51.027664,"I want this for my city … and yours, unless your city is Delft, in which case, carry on."
1517608784163741702,Chrisloc1701,Fri Apr 22 20:58:24 +0000 2022,-114.40601,54.12099,"Happy Earth Day Everyone! @ Barrhead, Alberta https://t.co/FvfgV57pR1"
1517608795073097728,JWReichertMN,Fri Apr 22 20:58:27 +0000 2022,-93.3613205,46.441860500000004,@WhitneyCummings Go back!!
1517608825066385408,barnavit,Fri Apr 22 20:58:34 +0000 2022,-122.65036044,48.38701861,Learnin' how to drive:)#drive #driverslicense #infiniti #g35 #g35sedan #g35x #Nissan #spring #fatherandson… https://t.co/d1QxNOBuRk
1517608827226497024,SMHGJohn,Fri Apr 22 20:58:34 +0000 2022,-113.4926175,53.5558195,Canada's Economic Outlook with Hon. Randy Boissonnault at the @JWMarriottEdm @EdmontonChamber #economic #Yeg https://t.co/7vbMti7jxj
1517608871501516800,jordanarnold,Fri Apr 22 20:58:45 +0000 2022,-120.882482,47.273022,@rexy Prove it
1517608908549992449,Fiberalpha,Fri Apr 22 20:58:54 +0000 2022,-97.1526765,49.8538055,@kentmaurstad Yeah Tim Peel can FK the right off.
1517608936358264832,peterson_dayne,Fri Apr 22 20:59:00 +0000 2022,-106.664325,52.1500775,Sometimes you gotta own your mistakes and rip up your hard work💪 not a sign a weakness but a sign of grit https://t.co/uxysmvjzN2
1517608940913102848,regwald,Fri Apr 22 20:59:01 +0000 2022,-113.4926175,53.5558195,@smytty94ever What's the game link?
1517609001873133568,krissymmurphy,Fri Apr 22 20:59:16 +0000 2022,-120.882482,47.273022,@GregInORL They’re the ube yogurt  covered pretzels! So good
1517609037545852928,GitHayetsk,Fri Apr 22 20:59:25 +0000 2022,-122.9112,49.2018,Just posted a photo @ Anvil Centre https://t.co/qFp2g1mtxP
1517609056495542272,tmj_nd_retail,Fri Apr 22 20:59:29 +0000 2022,-101.0020119,47.5514926,"Career tip for landing jobs like ""SALES ASSOCIATE in VELVA, ND S22122"" in ND. Go on informational interviews. The b… https://t.co/c5PlwhAg1X"
1517609149076451330,DavidGogoBlues,Fri Apr 22 20:59:51 +0000 2022,-124.099658,49.1730675,"Poor spelling, great tribute"
1517609153098706944,VE6EO,Fri Apr 22 20:59:52 +0000 2022,-114.087851,51.027664,"@IAmJodiHughes @snickerdydoodle Well, you know men...obtuse..lol"
1517609179875319808,Fiberalpha,Fri Apr 22 20:59:58 +0000 2022,-97.1526765,49.8538055,@momsnextdoorx What a hottie.
1517609180915322880,NenaBaker4,Fri Apr 22 20:59:59 +0000 2022,-111.40065799999999,55.1636035,@Caroline011x Good night @sweetdream @caroline💞
1517609195045933057,HortaRob,Fri Apr 22 21:00:02 +0000 2022,-114.087851,51.027664,This  https://t.co/zxt8uMcRLg.
1517609239547506689,sarahlyndsay_,Fri Apr 22 21:00:13 +0000 2022,-115.327674,51.066643,@SubodhShettyyy @NiftyMetaGirl Haha Subodh!!! What time is it for you now?
1517609266810556418,filmrageyyc,Fri Apr 22 21:00:19 +0000 2022,-114.087851,51.027664,My man 🤘🤘 https://t.co/6StAorgfXh
1517609289178771457,BaRbie_bRuHhh,Fri Apr 22 21:00:25 +0000 2022,-124.807192,49.243086,@barnacleboytoy Something about golden eyeshadow in recent days...
1517609321210605568,NenaBaker4,Fri Apr 22 21:00:32 +0000 2022,-111.40065799999999,55.1636035,@Shaheer78183643 @Krystyn31197823 Woww!!! So lovely colors😍
1517609321500057600,1RovingNomad,Fri Apr 22 21:00:32 +0000 2022,-123.070225,49.3156065,Add your lobster heads and bodies 🦞......cook until the shells are warm and toasted....all the time making sure not… https://t.co/TNvwNYLCkJ
1517609325300109312,abfarmer1962,Fri Apr 22 21:00:33 +0000 2022,-114.318005,51.692856500000005,@senatrstanford @wheatiepete @AlbertaWheat @CropLifeCanada Good on ya! Keep it up👍
1517609358456094721,sarahlyndsay_,Fri Apr 22 21:00:41 +0000 2022,-115.327674,51.066643,@NiftyMetaGirl Can’t wait!! It’s been too long 😁
1517609368715292673,Sergiojlr,Fri Apr 22 21:00:43 +0000 2022,-123.123581,49.257639,Bayc and WOW .. he knows what's up!
1517609369927663621,oiselle_sally,Fri Apr 22 21:00:44 +0000 2022,-120.882482,47.273022,"Never thought I’d be so happy to see trees and mountains and snow… in April! PNW, I love you, I’ll never leave you… https://t.co/7b4G0qMTtp"
1517609468946657280,LinoCoria,Fri Apr 22 21:01:07 +0000 2022,-122.88342399999999,49.300305,I'm finally wearing shorts 🙂 https://t.co/oPjXSO78sA
1517609482045513730,Bridge_Realty,Fri Apr 22 21:01:10 +0000 2022,-93.5132,45.0693,"Just listed by Sangeeta S. Chopra, GRI in #MapleGrove #MN. 6330 Troy Lane N! Please retweet!… https://t.co/QhdQAgrNad"
1517609495966363648,filmrageyyc,Fri Apr 22 21:01:14 +0000 2022,-114.087851,51.027664,One of my first true loves of cinema!!Cause …… https://t.co/rGkUToCkrI
1517609499602739201,LeftMensch,Fri Apr 22 21:01:15 +0000 2022,-123.123581,49.257639,@cillianwitha @hzomlot @SkyNews Antisemitism is very prevalent. This is not a wild claim given that Jews were subje… https://t.co/vAdTT5rpZr
1517609503864221696,_JoeSeppi,Fri Apr 22 21:01:16 +0000 2022,-114.14326249999999,45.4945515,@SamNeher24 It didn’t but your audience is Braves twitter so it will slap
1517609506108104704,shop124street,Fri Apr 22 21:01:16 +0000 2022,-113.4926175,53.5558195,Beautiful photos @davidbloomphoto 👏  Thank you for sharing! We love seeing the beauty of our street 💛… https://t.co/KnMIfnL3Aw
1517609514366685185,romanrozumnyj,Fri Apr 22 21:01:18 +0000 2022,-123.070225,49.3156065,@kylegriffin1 Loser!!!
1517609519567712256,DavidGogoBlues,Fri Apr 22 21:01:19 +0000 2022,-124.099658,49.1730675,@werthro Joe Walsh
1517609539692027904,xlostasfoundx,Fri Apr 22 21:01:24 +0000 2022,-97.1526765,49.8538055,"PRAY TELL @MARKIPLIERWHAT, A QUEEN OF @MEGAMAN X, DOES ONE MAKE?- SL @Halsey @MegaMan X @Ashnikko | @StJudePLAYLIVE"
1517609542925754369,DanTurner84,Fri Apr 22 21:01:25 +0000 2022,-122.2670745,49.0869965,Every April 22nd I honour Richard Nixon's death by getting drunk and making unpopular decisions. #AnnualJoke
1517609552316801027,summit_kids,Fri Apr 22 21:01:27 +0000 2022,-114.087851,51.027664,Will #Winter Ever End?!?It will. And when it does…SUMMIT SUMMER#yyc #Snowfall #yycstorm #yycsnow #yycmoms #kids… https://t.co/wvwjIg9dZd
1517609585791561728,sarahlyndsay_,Fri Apr 22 21:01:35 +0000 2022,-115.327674,51.066643,@SubodhShettyyy @NiftyMetaGirl Oh geeze!! Are you staying awake or going to sleep soon?
1517609588928901121,thisismycity5,Fri Apr 22 21:01:36 +0000 2022,-113.4926175,53.5558195,@stephenRB4 Johnny all the way!!
1517609592502439936,lmasse729,Fri Apr 22 21:01:37 +0000 2022,-97.1526765,49.8538055,@mackmroz Get on it sparky
1517609618062471170,LeftMensch,Fri Apr 22 21:01:43 +0000 2022,-123.123581,49.257639,@cillianwitha @hzomlot @SkyNews Israel is a haven for a marginalized population and if you can’t see that you are p… https://t.co/HAThiVPwE6
1517609682835189761,TrickeryRick,Fri Apr 22 21:01:58 +0000 2022,-113.4926175,53.5558195,Selfie #yeg https://t.co/XQ9merUt39
1517609700744908801,Fiberalpha,Fri Apr 22 21:02:03 +0000 2022,-97.1526765,49.8538055,@TroyWestwood Guess Shannon isn't on tv anymore for a reason. Lowry is no where near an NHL head coach. The Jets ne… https://t.co/vvlLFELNVy
1517609768713691143,chriscrond,Fri Apr 22 21:02:19 +0000 2022,-97.1526765,49.8538055,Hey @7ElevenCanada is it actually a corporate policy for you to give free drinks to the police or is this the franc… https://t.co/seKPcVyY0a
1517609777005694982,brent_seamons,Fri Apr 22 21:02:21 +0000 2022,-114.14326249999999,45.4945515,"I was able to take a nice, scenic drive through the mountains today. In addition to it being great for my mental he… https://t.co/iZAz2sxS9v"
1517609786124156929,PJC_NL,Fri Apr 22 21:02:23 +0000 2022,-61.74601,56.533744999999996,"@DickerShannon Aaaaaawww yes babe, we're definitely airport buddies now after two days of weatherhold"
1517609794739179520,kakaart12,Fri Apr 22 21:02:25 +0000 2022,-122.53906950000001,49.260204,@lullabyprom Sir what stage are you at my good kind awesome SIR I don’t see you in my discord my G. You’ll be amaze… https://t.co/dIFK2ugkla
1517609807699619840,filmrageyyc,Fri Apr 22 21:02:28 +0000 2022,-114.087851,51.027664,@GaylyDreadful Nice 👍
1517609823147372546,LHCowie,Fri Apr 22 21:02:32 +0000 2022,-97.1526765,49.8538055,@blumczynska @JustinTrudeau @ManitobaMuseum Awesome!!!
1517609849546321922,BarbaraMain07,Fri Apr 22 21:02:38 +0000 2022,-93.3613205,46.441860500000004,If it was most of us lying after being sworn in we would face consequences 🤷‍♀️ once again proof we are no longer a… https://t.co/9YmLipbwMQ
1517609878058987520,CentralABCAC,Fri Apr 22 21:02:45 +0000 2022,-113.7393455,52.121263,Partnerships like these deserve to be celebrated every day! 🎉🎉🎉 https://t.co/Ij1kHQP1y9
1517609913312178176,cheflucky,Fri Apr 22 21:02:53 +0000 2022,-99.9844742,49.8410225,"Chilli Chutney has Special vegetables  Lamb,Chicken Briyani .Vegan Chick peas Curry. Chole Bhature 😋😋😋 @ Chilli C… https://t.co/QFbDq5nhjy"
